# format: x, y, z, (trackId)+
412.338, -46.7146, 968.397, 4826
414.801, 11.8573, 1286.43, 7018
412.823, 42.1044, 980.477, 7018
412.438, 45.7627, 371.04, 7018
412.199, 48.0428, 57.0142, 7018
412.344, 46.6614, 663.871, 7018
411.337, 54.8128, 658.409, 7018
375.542, 176.626, 873.898, 135
358.375, 209.201, 1181.32, 7214
356.87, 211.808, 772.098, 7196
349.667, 223.484, 1622.56, 4779
331.623, 249.553, 1300.68, 4100
251.615, 330.012, 1450.17, 5085
34.1317, 413.589, 132.18, 409
11.8835, 414.8, 16.6979, 3828
-167.448, 379.68, 986.718, 803
-205.566, 360.474, 179.201, 440
-244.402, 335.353, 1103.35, 808
-366.041, 195.47, 1566.31, 4021
-412.735, 42.9439, 188.277, 5946
-414.137, -26.2966, 623.393, 5045
-350.489, -222.167, 1035.1, 5137
-341.252, -236.148, 295.819, 5946
-338.597, -239.937, 1234.7, 5946
-335.513, -244.183, 747.425, 5946
-334.432, -245.67, 1610.87, 6384
-227.51, -347.078, 1214.95, 4129
-227.792, -346.888, 649.078, 432
-213.292, -356.013, 1187.91, 4129
-202.69, -362.134, 1169.27, 4129
-206.067, -360.184, 1208.69, 5470
-203.061, -361.92, 1636.44, 6721
-179.399, -374.189, 1524.22, 6674
-157.465, -383.931, 1149.72, 4130
-16.3861, -414.643, 625.534, 4100
22.8456, -414.378, 1438.59, 399
247.927, -332.792, 1516.02, 7199
247.879, -332.828, 677.026, 430
364.799, -197.806, 467.035, 54
414.962, -5.16311, -730.349, 408
412.071, 49.2572, -1377.27, 7018
412.046, 49.4972, -1153.4, 7018
411.233, 55.5515, -1156.95, 7018
411.363, 54.6316, -900.925, 7018
410.936, 57.6693, -60.4014, 7018
383.235, 159.189, -339.822, 4688
375.119, 177.493, -776.117, 237
178.094, 374.826, -387.691, 4688
160.063, 382.882, -391.175, 4688
9.61201, 414.88, -8.95182, 3828
2.5, 414.962, -26.1924, 3828
-19.3404, 414.54, -1523.64, 3311
-171.685, 377.794, -1055.27, 3236
-195.053, 366.263, -1343.19, 2187
-250.877, 330.588, -466.123, 1799
-342.733, 233.952, -1610.37, 1879
-341.245, 236.157, -913.134, 1802
-375.373, 176.972, -798.33, 14
-413.7, 32.5489, -1258.45, 445
-414.123, 26.4919, -1235.14, 445
-414.766, -12.857, -934.978, 3015
-368.064, -191.665, -1099.36, 2005
-330.227, -251.34, -3.51846, 5946
-238.64, -339.54, -1556.04, 2484
-243.178, -336.243, -1581.45, 3235
-235.038, -342, -1560.65, 2484
-235.038, -342, -1606.89, 2484
-26.7613, -414.104, -1530.93, 2093
-22.5976, -414.396, -1519.25, 2093
17.8018, -414.594, -331.243, 6520
13.8868, -414.73, -1030.13, 2006
211.062, -357.301, -637.757, 413
239.376, -339.005, -1301.08, 1801
351.978, -219.786, -1153.96, 240
397.121, 134.469, 1293.6, 7018
397.121, 134.469, 654.037, 7018
396.644, 135.938, 360.966, 7018
397.121, 134.469, 72.9497, 7018
396.324, 136.878, 318.672, 7018
396.193, 137.236, 1264.46, 7018
395.575, 138.936, 1224.96, 7018
395.53, 139.06, 1301.56, 7018
395.53, 139.06, 1286.4, 7018
395.53, 139.06, 1249.9, 7018
272.233, 318.845, 287.956, 401
268.921, 321.624, 886.97, 4101
134.469, 397.121, 1447.99, 808
63.2877, 414.463, 894.012, 4265
-273.788, 317.54, 610.936, 4506
-391.185, 150.924, 81.9337, 400
-394.11, 142.959, 872.156, 447
-395.53, 139.06, 860.275, 447
-412.207, 76.5519, 1224.23, 423
-412.207, 76.553, 108.42, 416
-413.127, 71.3347, 1631.2, 4021
-412.596, 74.3464, 1201.37, 423
-414.734, 61.3582, 135.647, 441
-273.859, -317.481, 1363.76, 420
75.4409, -412.403, 1342.88, 6304
143.529, -393.903, 1021.13, 4560
413.674, 68.2316, -908.269, 7018
413.367, 69.9712, -633.583, 7018
412.022, 77.6001, -1076.11, 3368
411.069, 82.4921, -369.811, 7018
397.22, 134.165, -1189.29, 7018
395.432, 139.329, -109.288, 7018
393.846, 143.687, -311.942, 412
390.798, 151.883, -314.71, 412
321.142, 269.495, -1438.79, 2383
-71.5775, 413.084, -1243.24, 1625
-394.703, -141.33, -1494.01, 2189
-324.462, -265.539, -38.6419, 417
325.551, -264.241, -269.878, 439
423.513, 5.73524, 1292.31, 7018
405.402, 122.681, 608.294, 421
402.165, 132.777, 617.451, 7018
402.924, 130.443, 1588.41, 7018
402.897, 130.524, 1553.8, 7018
402.681, 131.191, 1523.9, 7018
402.697, 131.141, 971.967, 7018
401.693, 134.231, 921.178, 7018
402.853, 130.66, 696.081, 7018
404.209, 126.487, 634.188, 7018
401.725, 134.133, 4.10877, 7018
402.698, 131.138, 1004.1, 7018
403.454, 128.813, 60.2443, 7018
402.365, 132.162, 39.0049, 7018
367.963, 209.694, 1192.64, 7214
364.169, 216.265, 770.335, 7196
358.299, 225.804, 1632.26, 4779
308.338, 290.377, 1565.37, 7197
96.5459, 412.406, 1110.8, 427
89.0829, 414.039, 1055, 427
18.4187, 423.127, 70.617, 3828
14.1432, 423.277, 49.068, 3828
7.5, 423.513, 30.5421, 3828
-207.741, 369.091, 185.08, 440
-405.061, 123.869, 77.5511, 437
-413.953, 89.4861, 1082.86, 5946
-414.602, 86.434, 610.062, 5946
-402.501, -131.745, 1386.8, 4318
-358.176, -226.001, 1025.4, 5137
-316.818, -281.067, 248.004, 45
-230.633, -355.281, 667.582, 432
-208.89, -368.428, 1637.05, 6721
-206.92, -369.565, 1212.47, 5470
-191.391, -377.853, 1527.7, 6674
-126.816, -404.102, 1411.3, 4863
-128.299, -403.621, 952.891, 431
-125.331, -404.585, 968.06, 431
-123.007, -405.308, 139.265, 6520
-13.4506, -423.301, 627.496, 4100
22.359, -422.983, 1494.11, 399
121.84, -405.643, 1350.6, 5388
372.071, -202.342, 483.006, 54
405.569, -122.097, 628.211, 804
423.513, -3.62827, -752.084, 408
414.136, 88.6247, -642.947, 7018
412.675, 95.4686, -378.056, 7018
405.257, 123.185, -938.481, 7018
405.594, 122.009, -660.946, 7018
405.643, 121.84, -459.786, 7018
405.643, 121.84, -441.728, 7018
405.643, 121.84, -425.068, 7018
405.643, 121.84, -415.355, 7018
405.418, 122.625, -390.443, 7018
403.864, 127.55, -1483.67, 7018
404.209, 126.487, -1444.45, 7018
401.887, 133.634, -1410.82, 7018
402.698, 131.138, -168.454, 7018
-8.6951, 423.467, -1546.81, 3311
-97.3048, 412.217, -244.001, 407
-198.042, 374.357, -1349.88, 2187
-290.377, 308.338, -1436.76, 2884
-290.377, 308.338, -192.656, 397
-403.191, 129.621, -525.377, 2100
-404.083, 126.874, -1300.88, 3573
