# format: x, y, z, (trackId)+
410.944, -57.61, 491.449, 5775
411.771, -51.7286, 286.086, 6651
411.24, -55.506, 119.757, 1391
413.103, -39.444, 101.477, 1391
413.2, -38.5126, 144.522, 311
413.139, -39.0938, 43.6068, 1300
413.265, -37.8963, 923.938, 1027
413.715, -32.335, 395.35, 1351
413.842, -30.5079, 1223.16, 722
413.7, -32.5489, 908.592, 1027
414.602, -17.556, 841.517, 7879
414.714, -14.367, 823.913, 7879
414.761, -13.0044, 453.067, 822
414.845, -10.5981, 59.3746, 105
414.962, 1.9143, 71.2521, 799
414.962, -5.54517, 541.704, 626
414.962, -2.43868, 483.145, 1104
414.962, 5.16708, 182.356, 1000
414.962, -3.25524, 100.06, 1390
414.962, 2.73859, 1593.9, 2492
414.962, 1.40593, 1568.2, 2492
414.95, 7.58954, 477.942, 1104
414.698, 14.8217, 822.307, 6017
414.486, 20.8916, 1247.41, 10175
414.602, 17.556, 1229.64, 10175
414.343, 23.3497, 1456.34, 6752
414.334, 23.4794, 1121.7, 5393
414.396, 22.5976, 1522.01, 6752
414.396, 22.5976, 1501.8, 6752
414.396, 22.5976, 1490.38, 6752
412.264, 47.4226, 1122.98, 5394
412.458, 45.5791, 615.299, 1233
379.975, 166.787, 399.019, 7878
377.875, 171.502, 162.554, 1390
378.167, 170.846, 9.2192, 6653
375.392, 176.934, 427.55, 1163
375.847, 176.001, 124.802, 2708
372.729, 182.393, 851.382, 6644
371.505, 184.902, 314.243, 900
369.563, 188.846, 687.819, 7676
364.586, 198.206, 289.741, 1003
365.064, 197.307, 141.035, 6651
365.034, 197.363, 99.8849, 1161
363.097, 201.023, 346.975, 6147
359.477, 207.292, 580.456, 607
358.687, 208.661, 534.266, 607
354.145, 216.317, 65.8735, 524
352.069, 219.639, 123.736, 6651
349.353, 223.986, 620.599, 4119
350.936, 221.452, 301.597, 1238
346.947, 227.704, 794.771, 68
346.233, 228.762, 88.6406, 9710
343.57, 232.71, 14.8362, 6645
344.332, 231.581, 1569.7, 88
345.269, 230.191, 351.432, 6644
337.616, 241.287, 9.25411, 6645
