# format: x, y, z, (trackId)+
382.962, 159.864, 1623.3, 3769
348.799, 224.872, 1117.98, 4124
340.187, 237.75, 1561.18, 5675
252.381, 329.413, 1030.69, 1366
232.604, 343.642, 1555.29, 5810
226.768, 347.578, 533.878, 1366
226.768, 347.578, 461.413, 1366
226.768, 347.578, 384.998, 1366
221.059, 351.182, 980.172, 1366
220.339, 351.632, 915.552, 1366
221.031, 351.199, 852.759, 1366
221.393, 350.973, 788.656, 1366
220.938, 351.258, 716.293, 1366
222.616, 350.209, 670.771, 1366
219.506, 352.152, 596.995, 1366
219.571, 352.112, 550.711, 1366
221.477, 350.92, 502.25, 1366
219.388, 352.226, 445.606, 1366
220.712, 351.399, 411.962, 1366
219.421, 352.205, 362.469, 1366
218.573, 352.735, 325.557, 1366
219.2, 352.343, 1589.26, 1366
218.885, 352.541, 1511.69, 1366
219.588, 352.101, 1446.23, 1366
219.421, 352.205, 1369.98, 1366
216.088, 354.288, 1139.14, 1366
216.52, 354.018, 1058.06, 1366
220.208, 351.714, 617.701, 1366
216.913, 353.773, 1298.17, 1366
215.648, 354.563, 1219.67, 1366
216.149, 354.25, 524.619, 1366
207.056, 359.613, 366.248, 1366
210.287, 357.748, 298.837, 1366
213.279, 356.021, 463.037, 1366
213.976, 355.618, 401.55, 1366
197.873, 364.763, 597.171, 1366
196.258, 365.622, 554.804, 1366
190.247, 368.818, 488.185, 1366
197.582, 364.918, 617.861, 1366
198.716, 364.315, 519.164, 1366
198.437, 364.463, 448.292, 1366
192.361, 367.694, 416.196, 1366
199.227, 364.043, 348.249, 1366
200.934, 363.135, 323.361, 1366
191.445, 368.181, 812.582, 1366
193.774, 366.943, 740.485, 1366
200.921, 363.142, 393.093, 1366
195.912, 365.806, 135.094, 5412
190.513, 368.677, 1082.72, 1366
190.368, 368.754, 1008.11, 1366
189.641, 369.14, 873.594, 1366
190.153, 368.868, 646.154, 1366
191.949, 367.913, 531.669, 1366
196.509, 365.488, 513.31, 1366
194.435, 366.591, 380.848, 1366
189.788, 369.062, 935.206, 1366
189.182, 369.384, 455.554, 1366
192.097, 367.834, 440.245, 1366
192.097, 367.834, 359.706, 1366
192.097, 367.834, 337.973, 1366
184.653, 371.627, 551.828, 1366
186.109, 370.917, 1471.33, 1366
187.019, 370.473, 1398.38, 1366
187.013, 370.476, 1324.58, 1366
187.958, 370.015, 1246.91, 1366
188.032, 369.979, 1171, 1366
188.102, 369.945, 688.431, 1366
183.538, 372.171, 1615.7, 1366
183.984, 371.953, 1540.24, 1366
186.109, 370.917, 572.169, 1366
187.628, 370.176, 388.211, 1366
176.282, 375.71, 967.793, 4544
14.4687, 414.71, 1571.66, 4625
-7.20956, 414.964, 104.353, 5671
-11.5527, 414.812, 83.5444, 5671
-158.013, 383.71, 574.004, 4252
-159.411, 383.145, 208.142, 1366
-177.03, 375.345, 1523.57, 4820
-187.195, 370.387, 1526.65, 4820
-202.224, 362.404, 1529.09, 4820
-216.294, 354.16, 1532.46, 4820
-227.113, 347.346, 1534.77, 4820
-237.407, 340.402, 1537.58, 4820
-360.442, 205.62, 882.378, 4252
-378.639, 169.786, 1186.98, 5680
-413.58, 34.2622, 1149.35, 4881
-414.584, 18.0712, 570.769, 6412
-414.962, 6.47455, 673.612, 256
-413.849, -30.4144, 349.465, 395
-413.678, -32.8582, 225.558, 406
-363.772, -199.737, 1542.68, 5807
-214.954, -354.997, 1366.02, 442
-213.636, -355.814, 1383.64, 442
-209.646, -358.118, 1397.21, 442
-181.54, -373.145, 1559.17, 4270
-167.564, -379.629, 968.148, 425
-158.242, -383.617, 1286.97, 3975
-57.0437, -411.024, 1333.28, 472
-52.7337, -411.629, 1385.18, 472
-57.2188, -410.999, 1364.08, 472
-51.9587, -411.738, 760.171, 477
-53.995, -411.452, 274.669, 477
-49.0506, -412.093, 1427.14, 472
-43.4526, -412.681, 1498.52, 472
-42.9287, -412.736, 1245.27, 477
-40.9737, -412.942, 1082.79, 4355
-37.3761, -413.32, 62.4875, 411
