# format: x, y, z, (trackId)+
413.727, -32.1553, 1277.57, 5993
414.962, -6.64852, 90.5209, 4591
414.962, 5.60899, 1145.84, 5933
414.78, 12.4691, 1247.31, 4591
414.746, 13.4538, 645.25, 4591
414.222, 25.077, 907.592, 2915
381.159, 164.126, 484.031, 1914
372.694, 182.464, 1299.99, 2915
361.327, 204.089, 383.05, 1914
361.391, 203.977, 8.59145, 2915
354.371, 215.956, 1597.66, 6028
351.819, 220.039, 1460.82, 5193
339.778, 238.312, 691.103, 4412
331.733, 249.386, 1463.8, 6153
252.019, 329.696, 1291.28, 5192
249.378, 331.738, 412.067, 1914
244.195, 335.504, 878.363, 7082
239.837, 338.67, 608.616, 5773
239.471, 338.936, 435.191, 1914
237.233, 340.52, 1444.6, 3861
224.607, 348.965, 771.655, 16
208, 359.069, 485.373, 1914
198.543, 364.407, 490.374, 1914
200.921, 363.142, 506.369, 1914
170.662, 378.249, 958.135, 5349
167.297, 379.747, 1572.6, 6749
163.512, 381.433, 1244.13, 4371
43.3951, 412.687, 1606.88, 5180
30.4446, 413.847, 1562.54, 4161
-202.434, 362.282, 1046.49, 6799
-343.663, 232.573, 1494.88, 4825
-355.706, 213.824, 1072.04, 7041
-359.117, 207.917, 859.806, 5344
-380.185, 166.315, 1275.93, 7108
-414.043, 27.6458, 1603.54, 4069
-414.088, 26.9918, 1553.51, 4069
-414.892, 9.26488, 1551.81, 4069
-412.716, -43.1166, 1454.39, 5494
-412.054, -49.42, 257.817, 6697
-327.949, -254.255, 1241.12, 4570
-220.014, -351.835, 697.62, 7194
-46.4446, -412.367, 1488.55, 5494
-6.53282, -414.962, 1072.24, 5212
43.2194, -412.706, 1615.9, 5273
40.9956, -412.939, 1574.61, 6227
167.758, -379.542, 652.166, 7048
205.479, -360.524, 518.267, 1230
212.082, -356.712, 534.362, 1230
201.575, -362.778, 1427.22, 5030
220.999, -351.219, 842.993, 4868
219.938, -351.882, 723.411, 4868
217.692, -353.286, 611.166, 4868
220.056, -351.809, 94.0761, 4868
221.371, -350.987, 500.35, 4868
224.17, -349.238, 383.472, 4868
224.144, -349.254, 278.274, 4868
223.175, -349.86, 186.134, 4868
220.94, -351.256, 17.2174, 4868
226.59, -347.698, 967.004, 4868
232.97, -343.395, 1545.63, 4868
231.625, -344.302, 1237.21, 4868
230.896, -344.794, 1110.84, 4868
232.643, -343.616, 990.12, 4868
235.038, -342, 1258.09, 4868
235.038, -342, 1079.09, 4868
235.038, -342, 883.843, 4868
242.383, -336.82, 537.528, 4868
241.501, -337.461, 1598.2, 4868
242.151, -336.989, 1158.63, 4868
237.909, -340.071, 1427.13, 4868
238.226, -339.841, 1012.16, 4868
239.355, -339.02, 770.826, 4868
240.063, -338.506, 1286.73, 4868
241.05, -337.789, 897.301, 4868
238.028, -339.984, 659.284, 4868
243.546, -335.975, 1317.65, 4868
239.155, -339.165, 1195.69, 4868
239.155, -339.165, 1176.47, 4868
239.155, -339.165, 1041.99, 4868
244.288, -335.437, 822.74, 4291
245.981, -334.206, 319.962, 4868
243.429, -336.06, 1027.39, 4868
245.202, -334.772, 434.321, 4868
248.903, -332.083, 52.8661, 4868
249.205, -331.863, 136.687, 4868
