# format: x, y, z, (trackId)+
413.837, -30.5836, 551.872, 384
414.544, -19.2215, 183.295, 403
414.975, 6.87964, 262.44, 536
414.852, 10.4178, 1242.29, 2275
413.927, 29.2931, 1055.39, 2275
413.639, 33.4106, 554.565, 3636
412.801, 42.3164, 476.098, 469
378.634, 169.798, 403.564, 460
380.742, 165.063, 387.082, 460
376.934, 173.617, 677.498, 7604
373.728, 180.346, 764.094, 1905
369.272, 189.394, 425.972, 7604
361.292, 204.15, 359.42, 575
357.082, 211.441, 265.788, 679
352.77, 218.518, 263.949, 7604
352.419, 219.079, 1302.45, 8135
350.142, 222.723, 226.831, 679
328.851, 253.101, 228.071, 7604
331.218, 250.071, 35.9058, 589
245.924, 334.248, 595.207, 669
228.17, 346.633, 233.353, 7604
201.874, 362.605, 85.0965, 632
196.977, 365.239, 361.267, 7604
194.261, 366.684, 1104.94, 570
190.183, 368.852, 1084.2, 597
183.08, 372.394, 207.121, 2109
187.289, 370.341, 1125.49, 715
171.34, 377.948, 1116.59, 5255
164.983, 380.778, 574.085, 7604
47.1199, 412.296, 873.236, 7106
27.7173, 414.038, 1065.39, 7604
-8.00583, 414.936, 649.451, 562
-21.3713, 414.481, 1251.65, 7604
-31.2227, 413.792, 1041.23, 76
-32.355, 413.713, 783.121, 7105
-51.7926, 411.762, 98.2206, 634
-169.592, 378.726, 848.14, 558
-178.521, 374.618, 62.7252, 548
-210.11, 357.85, 216.419, 1759
-218.516, 352.771, 476.346, 1759
-227.484, 347.095, 1164.61, 636
-237.106, 340.605, 1178.17, 5719
-227.714, 346.94, 1145.76, 2535
-249.383, 331.735, 209.439, 2292
-250.603, 330.803, 1107.32, 2535
-251.151, 330.375, 1493.8, 613
-254.81, 327.515, 1147.18, 8129
-331.068, 250.263, 1102.36, 8129
-329.312, 252.51, 1124.72, 333
-334.372, 245.753, 1161.54, 8129
-341.882, 235.212, 1103.13, 8129
-340.968, 236.568, 1164.9, 8129
-351.69, 220.246, 1167.68, 8129
-349.878, 223.145, 1332.95, 1759
-359.364, 207.488, 1170.01, 8129
-359.048, 208.035, 1354.94, 6595
-364.831, 197.746, 1555.93, 2587
-366.466, 194.67, 54.4616, 399
-373.385, 181.048, 1103.88, 8129
-379.495, 167.864, 1104.03, 8129
-410.89, 57.9968, 1237.07, 8129
-412.164, 48.3779, 222.536, 1559
-413.752, 31.8062, 1280.63, 1759
-413.95, 28.971, 546.261, 672
-414.174, 25.7694, 467.973, 434
-414.321, 23.6589, 422.201, 434
