# format: x, y, z, (trackId)+
411.07, -56.7163, 1050.86, 878
413.939, -29.1208, 173.714, 893
413.926, -29.3112, 52.6077, 528
414.49, -20.7673, 818.455, 878
414.494, -20.6454, 102.472, 129
414.617, -17.1275, 1451.88, 7840
414.754, -13.2199, 1074.68, 365
414.742, -13.5653, 622.988, 878
414.962, -7.5, 1059.98, 365
414.962, 3.5025, 1004.69, 8069
414.733, 13.8175, 451.544, 562
414.668, 15.6893, 405.288, 878
413.733, 32.0719, 953.201, 2522
413.788, 31.2942, 936.283, 2522
378.414, 170.291, 51.8697, 1469
377.388, 172.598, 1513.04, 1088
377.149, 173.133, 491.351, 575
375.869, 175.955, 102.882, 1469
372.745, 182.359, 1207.55, 401
374.549, 178.662, 1196.07, 401
372.036, 183.815, 165.421, 7875
358.917, 208.263, 1346.79, 990
359.358, 207.499, 249.935, 1469
360.618, 205.316, 57.2534, 942
356.393, 212.634, 42.5238, 942
355.889, 213.527, 1182.01, 7116
352.019, 219.72, 1489.13, 7344
355.574, 214.03, 676.604, 418
352.626, 218.748, 659.546, 418
349.351, 223.989, 184.856, 579
341.035, 236.468, 227.422, 877
335.464, 244.25, 405.279, 877
248.654, 332.264, 438.301, 877
247.372, 333.195, 382.492, 406
240.901, 337.897, 291.236, 877
236.994, 340.68, 1528.68, 7779
229.536, 345.711, 443.632, 1469
218.885, 352.54, 1532.48, 7173
211.773, 356.89, 280.906, 1950
204.06, 361.344, 1277.24, 1007
203.645, 361.583, 1215.99, 1007
201.115, 363.039, 107.331, 475
198.064, 364.662, 1494.9, 1007
189.61, 369.157, 1387.25, 1007
196.783, 365.342, 1162.51, 1007
192.798, 367.461, 1080.14, 1007
189.077, 369.44, 939.057, 1007
179.72, 374.033, 1399.07, 1007
188.536, 369.733, 1007.35, 1007
187.825, 370.08, 884.274, 1007
188.373, 369.812, 642.849, 1469
180.377, 373.712, 803.084, 1007
181.202, 373.31, 732.536, 1007
171.491, 377.88, 645.306, 1469
171.687, 377.793, 614.384, 1007
164.698, 380.905, 538.24, 1007
