# format: x, y, z, (trackId)+
413.353, -37.0646, 1139.23, 6000
412.301, 47.0693, 120.531, 394
357.088, 211.43, 1449.34, 3832
239.186, 339.143, 1308.56, 6285
220.302, 351.655, 1098.38, 5698
202.703, 362.127, 1302.39, 4050
157.469, 383.93, 1542.92, 4407
42.8399, 412.746, 1005.62, 4613
31.4069, 413.78, 1530.41, 4756
-200.647, 363.288, 1338.18, 5697
-340.644, 237.049, 1271.14, 6299
-342.55, 234.223, 1059.33, 6295
-359.122, 207.908, 866.851, 4411
-367.571, 192.592, 1586.75, 4872
-368.928, 190.04, 1603.87, 4872
-383.095, 159.536, 565.103, 5968
-414.439, -21.9738, 802.817, 3821
-414.2, -25.395, 387.449, 6312
-340.956, -236.586, 299.215, 3821
-335.229, -244.573, 314.22, 3821
-165.806, -380.411, 1618.45, 5402
9.6583, -414.878, 607.033, 6295
30.4771, -413.845, 1605.1, 5992
46.8062, -412.329, 201.966, 6312
220.757, -351.37, 1281.84, 4931
234.416, -342.42, 801.541, 4871
329.601, -252.141, 1621.91, 4438
414.831, 10.9998, -1243.23, 516
413.762, 31.6632, -1191.79, 400
381.143, 164.162, -906.573, 2919
377.527, 172.284, -706.49, 3321
357.311, 211.045, -1244.92, 1340
345.697, 229.557, -1180.36, 395
340.049, 237.939, -1064.02, 1158
249.582, 331.59, -956.741, 2946
247.078, 333.409, -1003.48, 1062
-54.3641, 411.4, -935.96, 2948
-157.476, 383.927, -1559.71, 3198
-348.416, 225.485, -1407.93, 3332
-352.494, 218.959, -1490.72, 3332
-351.015, 221.326, -1369.46, 3332
-351.712, 220.21, -1309.56, 3332
-352.123, 219.553, -1287.34, 3332
-351.96, 219.814, -1252.38, 3332
-350.278, 222.505, -1235.45, 3332
-350.278, 222.505, -1205.34, 3332
-352.501, 218.948, -1191.1, 3332
-352.427, 219.066, -1174.99, 3332
-351.86, 219.974, -1149.27, 3332
-353.049, 218.071, -1057.31, 1427
-352.926, 218.267, -1452.69, 3332
-352.926, 218.267, -1430.71, 3332
-352.926, 218.267, -1383.99, 3332
-352.926, 218.267, -1346.37, 3332
-352.926, 218.267, -1323.45, 3332
-352.926, 218.267, -1263.5, 3332
-363.142, 200.921, -107.953, 6313
-363.989, 199.33, -87.3673, 6313
-363.142, 200.921, -69.4535, 6313
-365.488, 196.509, -63.9535, 6313
-365.488, 196.509, -41.9535, 6313
-376.697, 174.148, -580.953, 6313
-378.72, 169.605, -723.953, 6313
-383.04, 159.672, -517.072, 6313
-411.137, 56.2402, -1129.79, 2572
-410.999, 57.2188, -1161.09, 6313
-411.311, 54.9993, -1106.71, 6313
-411.213, 55.6964, -1078.59, 6313
-411.411, 54.286, -1035.66, 6313
-411.53, 53.4412, -1005.49, 6313
-411.461, 53.9307, -977.994, 6313
-411.688, 52.3156, -1057.56, 6313
-411.688, 52.3156, -964.94, 6313
-411.688, 52.3156, -953, 6313
-412.38, 46.3207, -925.126, 6313
-412.606, 44.1701, -843.287, 2154
-414.962, 4.71375, -1173.99, 2144
-378.543, -170.002, -534.944, 3821
-370.838, -186.271, -984.078, 2157
-371.888, -184.117, -520.158, 3821
-363.95, -199.403, -960.506, 3821
-361.793, -203.281, -1428.43, 1151
-355.154, -214.702, -488.604, 3821
-348.176, -225.882, -473.195, 3821
-345.877, -229.29, -1065.8, 1866
-334.088, -246.143, -1034.87, 2920
-334.238, -245.937, -835.721, 720
-253.503, -328.537, -1636.55, 403
-241.901, -337.171, -1322.49, 1104
-238.119, -339.922, -1023.81, 6313
-231.711, -344.244, -1026.27, 6313
-202.682, -362.139, -731.817, 6313
-174.671, -376.464, -1309.67, 2274
-161.733, -382.207, -178.251, 6313
-0.110979, -414.962, -921.094, 1147
2.5, -414.962, -943.733, 519
177.511, -375.11, -556.908, 2946
247.948, -332.777, -1517.21, 3256
355.164, -214.686, -398.856, 2955
364.571, -198.234, -1586.61, 2250
410.967, -82.9733, 801.493, 4835
-75.2483, 412.437, 1355.23, 6044
-412.439, -75.2373, 1536.03, 4412
-411.11, -82.3028, 1214.17, 2479
-396.429, -136.59, 1448.49, 5679
-391.772, -149.383, 1470.59, 5679
-395.231, -139.881, 1007.9, 5679
-396.452, -136.526, 556.044, 5679
-395.432, -139.329, 1238.77, 5679
-395.819, -138.264, 127.242, 5679
-392.512, -147.352, 142.532, 5679
-324.664, -265.299, 939.144, 6057
-271.417, -319.529, 1345.71, 4441
-259.382, -329.368, 1056.7, 4752
-141.908, -394.493, 952.507, 4329
-82.107, -411.151, 1639.4, 6286
63.3965, -414.448, 1384.02, 6135
259.249, -329.472, 1532.37, 5597
411.722, 79.3032, -1152.77, 2916
411.651, 79.755, -1391.65, 2711
395.367, 139.507, -1536.42, 517
327.03, 262.375, -385.528, 2946
74.267, 412.61, -63.5218, 399
-136.85, 396.334, -1220.69, 992
-316.865, 274.593, -1090.83, 2309
-329.055, 259.784, -1011.35, 2572
-395.554, 138.994, -985.94, 321
-412.306, 75.9897, -1117.15, 2572
-395.447, -139.287, -1009.23, 3821
-391.432, -150.312, -1001.76, 3821
-390.306, -153.1, -556.298, 3821
73.3315, -412.775, -943.403, 519
153.698, -390.064, -418.327, 2949
155.556, -389.314, -1273.4, 1102
273.229, -318.01, -1418.69, 1861
413.152, -93.2567, 1478.07, 3509
404.864, 124.471, 1621.42, 4138
365.882, 213.298, 1451.21, 3832
222.532, 360.343, 1110.76, 5698
205.894, 370.157, 1299.44, 4050
-125.457, 404.544, 1108.51, 6049
-205.595, 370.33, 1347.59, 5697
-365.253, 214.388, 863.226, 4411
-377.714, 191.677, 1626.04, 4872
-414.057, -88.9974, 626.731, 4887
-404.772, -124.755, 156.771, 3821
-364.94, -214.931, 264.175, 3821
-358.437, -225.583, 280.702, 3821
-308.338, -290.377, 1434.62, 4019
-290.377, -308.338, 1123.09, 3821
4.57937, -423.513, 610.532, 6295
85.2745, -414.848, 1089.88, 6310
226.107, -358.11, 1279.02, 4931
402.017, -133.235, 1123.37, 4052
423.511, 7.44799, -1244.89, 400
365.846, 213.36, -1264.67, 1340
290.377, 308.338, -1346, 1064
-129.215, 403.323, -1550.34, 3291
-360.524, 222.243, -1042.22, 2572
-358.218, 225.934, -1403.47, 3317
-358.283, 225.83, -1152.5, 3332
-376.881, 193.294, -1053.51, 2572
-405.575, 122.075, -1094.5, 2572
-412.468, 96.296, -1109.04, 2572
-423.513, 5.5605, -1178.18, 2144
-376.463, -194.081, -511.815, 3821
-371.633, -203.164, -957.74, 2157
-366.554, -212.134, -494.565, 3821
-369.1, -207.724, -1435.46, 1151
-308.338, -290.377, -757.847, 1059
-229.089, -356.246, -724.44, 6313
-219.347, -362.334, -727.237, 6313
-97.1471, -412.256, -741.7, 3317
-2.16144, -423.513, -916.383, 1147
371.69, -203.058, -396.416, 2955
372.497, -201.539, -1587.31, 2250
425.881, -40.5559, 1137.38, 6000
424.961, 49.3072, 123.716, 394
249.312, 347.639, 1314.54, 6285
162.684, 395.655, 1559.11, 4407
41.9049, 425.74, 1013.84, 4613
30.6898, 426.686, 1528.7, 4756
-350.026, 246.026, 1275.28, 6299
-356.215, 236.898, 1056.58, 6295
-394.227, 166.219, 566.609, 5968
-426.465, -33.8541, 816.247, 3821
-426.769, -29.5042, 385.631, 6312
-398.006, -156.866, 1040.96, 5679
-396.226, -161.271, 198.168, 3821
-398.419, -155.842, 149.309, 5679
-393.269, -168.458, 1502.93, 5679
-382.343, -191.937, 235.925, 3821
-355.547, -237.889, 293.373, 3821
